iid,i_year,i_Action,i_Adventure,i_Animation,i_Children's,i_Comedy,i_Crime,i_Documentary ,i_Drama ,i_Fantasy ,i_Film-Noir ,i_Horror ,i_Musical ,i_Mystery ,i_Romance ,i_Sci-Fi ,i_Thriller ,i_War ,i_Western,i_Other,i_Actor,i_Director
593,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3556,1118
594,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1470,264
595,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86,34
596,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,158,435
597,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,306,69
598,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1188,1118
599,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,27
600,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,442
601,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1482,145
602,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1485,444
603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,428,182
604,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,416,148
605,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,412,444
606,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1499,445
607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1499,182
608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1220,182
609,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,444
610,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1486,444
611,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1512,1118
612,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1518,148
613,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,1118
614,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1258,448
615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3556,182
616,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3556,1118
617,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1537,1118
618,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,596,1118
619,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,452
620,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,170
621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3556,1118
622,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,1118
623,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,611,455
624,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,329,316
625,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,114
626,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1242,317
627,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,266
628,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,86,45
629,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,238,139
630,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,500,139
631,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,405,415
632,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,486,214
633,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1249,1118
634,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,1118
635,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,485,417
636,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,204,417
637,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1076,1118
638,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,464,1118
639,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1577,463
640,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,958,219
641,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,446,147
642,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,727,293
643,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,181,127
644,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,464
645,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3556,1118
647,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3556,1118
648,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1598,1118
649,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,86,1118
650,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
651,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40,52
652,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,192,1118
653,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,420,146
654,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,600,471
655,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1613,178
656,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,449,1118
657,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,562,473
658,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,293,1118
659,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1206,148
660,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,161,236
661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1482,475
662,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,163,351
663,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,332
664,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1442,386
665,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,16,13
666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1628,1118
667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181,155
668,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1124,1118
669,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,459,478
670,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1418,420
671,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1143,1118
672,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1642,480
673,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1084,1118
674,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1442,482
675,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3556,1118
676,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,648,53
677,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
678,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,109,486
679,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
680,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,228
681,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,652,1118
682,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,909,1118
683,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212,1118
684,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,956,55
685,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147,1118
686,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,310,190
687,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,996,296
688,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,1118
689,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,410
690,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26,492
691,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,686,64
692,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,380,178
693,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86,26
694,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1674,1118
695,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1677,1118
696,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,245,495
697,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,213,1118
698,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1297,232
699,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,648,497
700,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1118
701,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
702,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,47,1118
703,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,677,501
704,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,648,213
705,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1485,502
706,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1296,478
707,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,405,66
708,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,228,504
709,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,984,328
710,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,727,1118
711,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
712,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,54,45
713,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,751,1118
714,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,266,507
715,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,827,231
716,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,589,1118
717,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,501,509
718,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,82
719,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,324,510
720,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,368,312
721,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,44
722,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,254,92
723,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,234,1118
724,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,130,512
725,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338,513
726,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,196,1118
727,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,192,480
728,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,306,515
729,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,452
730,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,515,1118
731,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,234,1118
732,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,486,515
733,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3556,1118
734,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,234,324
735,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,97
736,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,181,393
737,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,261,519
738,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,45,520
739,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,740,513
740,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1172,1118
741,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,235,1118
742,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,82,31
743,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,172,1118
744,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,740,415
745,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,429
746,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,524
747,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,254,118
748,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,108,418
749,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,354,525
750,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181,81
751,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1118
752,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,1118
753,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1757,1118
754,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1460,236
755,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,94,529
756,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,397,530
757,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
758,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1769,1118
759,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,1118
760,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1775,283
761,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,685,285
762,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,827,84
763,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,354
764,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,175,534
765,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,991,535
766,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
767,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,685,420
768,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,537
769,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,811,1118
770,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,116,1118
771,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,267,1118
772,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1797,1118
773,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3556,1118
774,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,685,1118
775,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,390,61
776,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,796,524
777,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1805,1118
778,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,173,1118
779,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,285
780,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,321
781,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,178,419
782,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1118
783,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,370,324
784,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,730,1118
785,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,463,548
786,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,44,396
787,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,254,549
788,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1127,1118
789,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,41,1118
790,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,952,304
791,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
792,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,727,15
793,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,553
794,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,369,130
795,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299,554
796,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,683,1118
797,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,938,286
798,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,1118
799,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
800,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,261,417
801,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,560
802,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,938,249
803,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,109,54
804,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,293,45
805,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,397,15
806,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1853,561
807,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1857,244
808,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,991,563
809,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,62,185
810,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,334
811,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
812,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,442
813,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1869,1118
814,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
815,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,684,233
816,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1644,1118
817,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1874,1118
818,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,929,553
819,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,234,431
820,6,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,929,1118
821,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1213,324
822,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,462,1118
823,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,649,267
824,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196,535
825,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,255,1118
826,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,76
827,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,868,367
828,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317,1118
829,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,1118
830,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1900,1118
831,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,204,417
832,6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,234,548
833,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,300
834,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1448,576
835,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1910,577
836,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1266,578
837,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1482,148
838,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1118
839,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,676,1118
840,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,413
841,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,688,1118
842,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1062,326
843,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,1118
844,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,686,1118
845,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118
846,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,684,1118
847,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3556,1118
848,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1932,587
849,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,390,34
850,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
851,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,590
852,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3556,1118
853,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3556,132
854,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3556,132
855,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1578,1118
856,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,648,391
857,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
858,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3556,1118
859,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3556,1118
860,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,551,127
861,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,163,1118
862,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,306,303
863,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1973,1118
864,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338,304
865,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,486,47
866,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,87
867,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,569,1118
868,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
869,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1001,605
870,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,685,482
871,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,910,1118
872,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1853,1118
873,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,106,608
874,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,660,240
875,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,158
876,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,255,609
877,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,685,424
878,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1792,279
879,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,111,1118
880,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1730,1118
881,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,255,609
882,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162,430
883,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,612
884,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,391
885,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1050,576
886,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,235,368
887,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,196,1118
888,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145,232
